URL,Title,Image,Price,CPU,GPU,Memory,Storage,Type,Usage
https://www.newegg.com/lenovo-h50-50-student-home-office/p/N82E16883798460?Item=9SIA8TKB0T3271,Lenovo Desktop Computer H50-50 (90B700FNUS) Intel Core i3 4160 (3.60 GHz) 8 GB DDR3 1 TB HDD Intel HD Graphics 4400 Windows 10 Home 64-Bit,https://c1.neweggimages.com/ProductImage/83-798-460-07.jpg,"1,149.99",Intel H81,Intel Core i3,Intel HD Graphics 4400,8 GB DDR3,Desktop,HomeOffice
https://www.newegg.com/optiplex-7010-student-home-office/p/1VK-0001-5F2K3?Item=9SIADGYC8N1877,"Dell OptiPlex 7010 Desktop Computer PC, Intel i5-3470 3.2GHz, 16GB RAM, 512GB SSD, Windows 10 Pro, New 23.6"" FHD LED Monitor, New 16GB Flash Drive, Wireless Keyboard & Mouse, DVD, Wi-Fi",https://c1.neweggimages.com/ProductImage/AN47D200817BTGR5.jpg,469.99,Intel Core i5 3rd Gen,Integrated/On-Board Graphics,16 GB DDR3,512 GB,Desktop,HomeOffice
https://www.newegg.com/p/1VK-0001-56VH1?Item=9SIA65EBC23501,"Dell Vostro 3471 Small Form Factor Desktop with Intel Core i5-9400 Upto 4.1GHz, Intel UHD Graphics 630 4K Support, 8GB RAM, 512GB M.2 SSD, HDMI, Wi-Fi, Bluetooth - Windows 10 Pro",https://c1.neweggimages.com/ProductImage/A65ED200518E4AN3.jpg,659.99,Intel Core i5 9th Gen,Intel UHD Graphics 630,8 GB DDR4,512 GB,Desktop,HomeOffice
https://www.newegg.com/p/1VK-0001-56VH2?Item=9SIA65EBC23503,"Dell Vostro 3471 Small Form Factor Desktop with Intel Core i5-9400 Upto 4.1GHz, Intel UHD Graphics 630 4K Support, 16GB RAM, 128GB M.2 SSD + 500GB HDD, HDMI, Wi-Fi, Bluetooth - Windows 10 Pro",https://c1.neweggimages.com/ProductImage/A65ED200518E4AN3.jpg,639.99,Intel Core i5 9th Gen,Intel UHD Graphics 630,16 GB DDR4,128 GB,Desktop,HomeOffice
https://www.newegg.com/optiplex-5040-student-home-office/p/1VK-0001-569G4?Item=9SIADGYB357439,"Dell Optiplex 7040 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 6, 16GB DDR3 RAM, 512GB Solid State Drive Hard Drive, Windows 10 Professional 64Bit",https://c1.neweggimages.com/ProductImage/V018_1_202002132023780055.jpg,514.99,Intel Core i5 6th Gen,Integrated/On-Board Graphics,16 GB DDR3,512 GB,Desktop,HomeOffice
https://www.newegg.com/p/1VK-0003-1D676?Item=9SIA6V6CJH4778,Lenovo IdeaCentre 3 Tower Desktop AMD Athlon Silver 3050U up to 3.20 GHz AMD Radeon Graphics 24GB DDR4 RAM 256GB SSD+1TB HDD DVD-RW RJ-45 LAN WiFi Bluetooth HDMI Windows 10,https://c1.neweggimages.com/ProductImage/A6V6D201022XQSIY.jpg,399.99,Athlon,AMD Radeon Graphics,24 GB DDR4,256 GB,Desktop,HomeOffice
https://www.newegg.com/hp-pavilion-590-student-home-office/p/1VK-001E-23329?Item=9SIAKKBBYR2020,"HP Pavilion 590 Desktop, Intel 6-Core i5-8400 Upto 4.0GHz, 8GB RAM, 1TB HDD, 16GB Optane Memory, DVD-RW, VGA, HDMI, Card reader, Wi-Fi, Bluetooth, Windows 10 Home",https://c1.neweggimages.com/ProductImage/AA0S_1_201903141466329095.jpg,659.99,DVD-RW,Intel Core i5 8th Gen,Intel UHD Graphics 630,8 GB DDR4,Desktop,HomeOffice
https://www.newegg.com/optiplex-7040-student-home-office/p/1VK-0001-569C6?Item=9SIADGYB302961,"Dell OptiPlex 7040 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 6, 16GB DDR3 RAM, 2TB SATA Hard Drive, Windows 10 Professional 64 Bit",https://c1.neweggimages.com/ProductImage/V018_1_2020021350292019.jpg,484.99,Intel Core i5 6th Gen,Integrated/On-Board Graphics,16 GB DDR3,1 TB,Desktop,HomeOffice
https://www.newegg.com/p/1VK-0003-1D690?Item=9SIA6V6CJH4792,Lenovo IdeaCentre 3 Tower Desktop AMD Athlon Silver 3050U up to 3.20 GHz AMD Radeon Graphics 12GB DDR4 RAM 1TB SSD DVD-RW RJ-45 LAN WiFi Bluetooth HDMI Windows 10,https://c1.neweggimages.com/ProductImage/A6V6D201022KFJQT.jpg,427.99,Athlon,AMD Radeon Graphics,12 GB DDR4,1 TB,Desktop,HomeOffice
https://www.newegg.com/p/1VK-0003-1D6A5?Item=9SIA6V6CJH4807,Lenovo IdeaCentre 3 Tower Desktop AMD Athlon Silver 3050U up to 3.20 GHz AMD Radeon Graphics 32GB DDR4 RAM 1TB SSD+2TB HDD DVD-RW RJ-45 LAN WiFi Bluetooth HDMI Windows 10,https://c1.neweggimages.com/ProductImage/A6V6D201022VV03V.jpg,562.99,Athlon,AMD Radeon Graphics,32 GB DDR4,1 TB,Desktop,HomeOffice
https://www.newegg.com/acer-aspire-tc-885-student-home-office/p/1VK-0017-00F88?Item=9SIAKKBBR22744,"Acer Aspire TC-885 Desktop, Intel 6-Core i5-9400 Upto 4.10GHz, 12GB RAM, 512GB SSD , DVDRW, HDMI, VGA, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home",https://c1.neweggimages.com/ProductImage/AKKBS200617e3y59.jpg,719.99,Intel Core i5 9th Gen,Intel UHD Graphics 630,12 GB DDR4,512 GB,Desktop,HomeOffice
https://www.newegg.com/optiplex-7010-student-home-office/p/1VK-0001-5F2G8?Item=9SIADGYC7D5456,"Dell OptiPlex 7010 PC Desktop Computer, Intel i5-3470 3.2GHz, 8GB RAM, 1TB HDD, Windows 10 Pro, Microsoft Office 365 Personal, Wireless Keyboard & Mouse, New 16GB Flash Drive, WiFi, DVD",https://c1.neweggimages.com/ProductImage/AN47D200702WE43G.jpg,324.99,Intel Core i5 3rd Gen,Integrated/On-Board Graphics,8 GB DDR3,1 TB,Desktop,HomeOffice
